ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TAC-12CHSA/HAIFOM,TAC-12CHSA/**IFOM,,TCL,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.0,3.2,,0.0,,,,0.8,3.2,Calorimeter Room,4.1277,4.1577,True,,,1.0,1.0,0.0,0.0,,,,4.11030182090297,4.13988385186685,,,3.7206,3.7798,3.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82487,2019-07-28,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.1277,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TAC-12CHSA/HCIFOM,TAC-12CHSA/**IFOM,,TCL,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.0,3.2,,0.0,,,,0.8,3.2,Calorimeter Room,4.1277,4.1577,True,,,1.0,1.0,0.0,0.0,,,,4.11030182090297,4.13988385186685,,,3.7206,3.7798,3.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82487,2019-07-28,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.1277,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TAC-12CHSA/**IFOM,TAC-12CHSA/**IFOM,,TCL,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.0,3.2,,0.0,,,,0.8,3.2,Calorimeter Room,4.1277,4.1577,True,,,1.0,1.0,0.0,0.0,,,,4.11030182090297,4.13988385186685,,,3.7206,3.7798,3.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82487,2019-07-28,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.1277,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TAC-12CHSA/JAIFOM,TAC-12CHSA/**IFOM,,TCL,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.0,3.2,,0.0,,,,0.8,3.2,Calorimeter Room,4.1277,4.1577,True,,,1.0,1.0,0.0,0.0,,,,4.11030182090297,4.13988385186685,,,3.7206,3.7798,3.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82487,2019-07-28,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.1277,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TAC-12CHSA/JCIFOM,TAC-12CHSA/**IFOM,,TCL,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.0,3.2,,0.0,,,,0.8,3.2,Calorimeter Room,4.1277,4.1577,True,,,1.0,1.0,0.0,0.0,,,,4.11030182090297,4.13988385186685,,,3.7206,3.7798,3.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82487,2019-07-28,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.1277,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TAC-12CHSA/KAIFOM,TAC-12CHSA/**IFOM,,TCL,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.0,3.2,,0.0,,,,0.8,3.2,Calorimeter Room,4.1277,4.1577,True,,,1.0,1.0,0.0,0.0,,,,4.11030182090297,4.13988385186685,,,3.7206,3.7798,3.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82487,2019-07-28,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.1277,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TAC-12CHSA/KCIFOM,TAC-12CHSA/**IFOM,,TCL,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.0,3.2,,0.0,,,,0.8,3.2,Calorimeter Room,4.1277,4.1577,True,,,1.0,1.0,0.0,0.0,,,,4.11030182090297,4.13988385186685,,,3.7206,3.7798,3.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82487,2019-07-28,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.1277,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TAC-12CHSA/LCIFOM,TAC-12CHSA/**IFOM,,TCL,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.0,3.2,,0.0,,,,0.8,3.2,Calorimeter Room,4.1277,4.1577,True,,,1.0,1.0,0.0,0.0,,,,4.11030182090297,4.13988385186685,,,3.7206,3.7798,3.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82487,2019-07-28,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.1277,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TAC-12CHSA/ZAIFOM,TAC-12CHSA/**IFOM,,TCL,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.0,3.2,,0.0,,,,0.8,3.2,Calorimeter Room,4.1277,4.1577,True,,,1.0,1.0,0.0,0.0,,,,4.11030182090297,4.13988385186685,,,3.7206,3.7798,3.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82487,2019-07-28,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.1277,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TAC-12CHSA/ZIFOM,TAC-12CHSA/**IFOM,,TCL,0.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.82,3.0,3.2,,0.0,,,,0.8,3.2,Calorimeter Room,4.1277,4.1577,True,,,1.0,1.0,0.0,0.0,,,,4.11030182090297,4.13988385186685,,,3.7206,3.7798,3.5,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82487,2019-07-28,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.1277,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_3.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH09TA-K3DNA1B/I(DRED)/GWH09TA-K3DNA1B/O(DRED),,,GREE,0.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.67,2.2,2.6,,0.0,,,,0.77,3.0,Calorimeter Room,4.0415,3.9031,True,,,3.66,3.73,0.0,0.0,,,,3.96327139118646,3.84054357993581,,,3.4265,3.1811,3.0,3.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82488,2019-08-13,,Approved,Reverse Cycle,,Class 3,True,True,False,True,True,True,,4.0415,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ5P,,,DAIKIN,3.897,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",3.68,10.103,14.0,,0.0,,,,,,Enthalpy Test Room,3.833,0.0,True,,,47.0,,0.0,0.0,,,,3.66762115375211,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82513,2019-08-29,,Approved,Cooling Only,,Class 10,False,,True,,,,DTA104A62,3.833,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ6P,,,DAIKIN,2.898,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",3.89,13.102,16.0,,0.0,,,,,,Enthalpy Test Room,4.1505,0.0,True,,,52.0,,0.0,0.0,,,,3.96328315912685,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82514,2019-08-29,,Approved,Cooling Only,,Class 10,False,,True,,,,DTA104A62,4.1505,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ8P,,,DAIKIN,4.507,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",5.56,17.893,22.4,,0.0,,,,,,Enthalpy Test Room,3.986,0.0,True,,,57.0,,0.0,0.0,,,,3.84923588678802,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82515,2019-08-29,,Approved,Cooling Only,,Class 11,False,,True,,,,DTA104A62,3.986,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ10P,,,DAIKIN,5.634,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",8.3,22.366,28.0,,0.0,,,,,,Enthalpy Test Room,3.5297,0.0,True,,,95.0,,0.0,0.0,,,,3.38762051629242,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82516,2019-08-29,,Approved,Cooling Only,,Class 11,False,,True,,,,DTA104A62,3.5297,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ12P,,,DAIKIN,6.74,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",9.41,26.76,33.5,,0.0,,,,,,Enthalpy Test Room,3.5635,0.0,True,,,100.0,,0.0,0.0,,,,3.43549415515409,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82517,2019-08-18,,Approved,Cooling Only,,Class 11,False,,True,,,,DTA104A62,3.5635,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ14P,,,DAIKIN,5.943,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",12.96,34.057,40.0,,0.0,,,,,,Enthalpy Test Room,3.2854,0.0,True,,,138.0,,0.0,0.0,,,,3.1599352950037,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82518,2019-08-18,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.2854,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ16P,,,DAIKIN,6.375,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",14.84,38.625,45.0,,0.0,,,,,,Enthalpy Test Room,3.2339,0.0,True,,,143.0,,0.0,0.0,,,,3.12155407027648,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82519,2019-08-18,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.2339,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ18P,,,DAIKIN,6.218,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",16.22,42.782,49.0,,0.0,,,,,,Enthalpy Test Room,3.0685,0.0,True,,,148.0,,0.0,0.0,,,,2.97198533774475,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82520,2019-10-13,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.0685,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ20P,,,DAIKIN,5.472,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",15.0,50.428,55.9,,0.0,,,,,,Enthalpy Test Room,3.5875,0.0,True,,,157.0,,0.0,0.0,,,,3.46547342438577,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82521,2019-08-18,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.5875,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ22P,,,DAIKIN,12.385,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",17.68,49.115,61.5,,0.0,,,,,,Enthalpy Test Room,3.5487,0.0,True,,,195.0,,0.0,0.0,,,,3.41410084526817,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82522,2019-08-18,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.5487,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ16PAH,,,DAIKIN,9.01,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",11.14,35.79,44.8,,0.0,,,,,,Enthalpy Test Room,3.986,0.0,True,,,114.0,,0.0,0.0,,,,3.84923588678802,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82523,2019-08-18,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.986,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,JIS B 8615-1,RXQ18PAH,,,DAIKIN,5.38,Non Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",13.82,45.02,50.4,,0.0,,,,,,Enthalpy Test Room,3.6827,0.0,True,,,152.0,,0.0,0.0,,,,3.54491413858987,0.0,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",82524,2019-08-18,,Approved,Cooling Only,,Class 12,False,,True,,,,DTA104A62,3.6827,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH28ME-K3DNE1H/I  GWH28ME-K3DNA4H/O,,,GREE,2.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.46,5.8,8.0,,0.0,,,,2.55,8.4,Calorimeter Room,3.1148,3.2496,True,87.6,,5.0,5.0,3.75251141552511,4.01623083859333,,,,3.09420204633659,3.22846470792098,,,1.6884,1.9569,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82529,2019-07-24,,Approved,Reverse Cycle,,Class 4,False,False,False,False,False,False,,3.1148,Unavailable,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,42QHF050 + 38QHF050,,,Carrier,1.19,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.44,3.7,4.89,,0.0,,,,1.62,5.5,Calorimeter Room,3.3384,3.3705,True,56.4,,0.7,2.0,4.22051282051282,4.61912479740681,,,,3.33295339221047,3.35654117242565,,,2.1659,2.2131,2.0,2.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82556,2019-07-28,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.3384,Available,,,http://www.midea.com.cn/,http://www.ahi-carrier.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,42QHF060 + 38QHF060,,,Carrier,0.93,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.8,5.0,5.93,,0.0,,,,1.97,6.5,Calorimeter Room,3.2688,3.2693,True,52.8,,0.7,2.0,3.99229781771502,4.21238938053097,,,,3.26441355027671,3.25818189128337,,,2.0288,2.0164,2.0,2.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",82564,2019-07-24,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.2688,Available,,,http://www.midea.com.cn/,http://www.ahi-carrier.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,42QHF065 + 38QHF065,,,Carrier,1.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.91,4.9,6.3,,0.0,,,,2.24,7.4,Calorimeter Room,3.2298,3.2107,True,56.6,,0.7,2.0,3.87596048298573,4.0,,,,3.22584693515781,3.20121416289434,,,1.9517,1.9024,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82565,2019-07-28,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.2298,Available,,,http://www.midea.com.cn/,http://www.ahi-carrier.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,FDC280KXZE1,FDC(L)280KXZE1,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",3.92,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,7.55,24.08,28.0,,0.0,,,,7.59,31.5,Enthalpy Test Room,3.623,4.1285,True,,,58.0,63.0,0.0,0.0,,,,3.53209553687033,4.01255977233105,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",82575,2019-08-06,,Approved,Reverse Cycle,,Class 11,False,,False,,,,,3.623,Unavailable,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,FDCL280KXZE1,FDC(L)280KXZE1,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",3.92,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,7.55,24.08,28.0,,0.0,,,,7.59,31.5,Enthalpy Test Room,3.623,4.1285,True,,,58.0,63.0,0.0,0.0,,,,3.53209553687033,4.01255977233105,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",82575,2019-08-06,,Approved,Reverse Cycle,,Class 11,False,,False,,,,,3.623,Unavailable,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,FDC(L)280KXZE1,FDC(L)280KXZE1,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",3.92,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,7.55,24.08,28.0,,0.0,,,,7.59,31.5,Enthalpy Test Room,3.623,4.1285,True,,,58.0,63.0,0.0,0.0,,,,3.53209553687033,4.01255977233105,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",82575,2019-08-06,,Approved,Reverse Cycle,,Class 11,False,,False,,,,,3.623,Unavailable,,,http://www.mhiaa.com.au/,http://www.mhiaa.com.au/,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,42QHF080 + 38QHF080,,,Carrier,1.68,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.35,6.32,8.0,,0.0,,,,2.5,9.0,Calorimeter Room,3.5351,3.6495,True,53.9,,0.7,2.0,4.50965665236052,4.9136690647482,,,,3.53146002820356,3.64002836485841,,,2.5629,2.7801,2.5,2.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",82603,2019-07-30,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.5351,Available,,,http://www.midea.com.cn/,http://www.ahi-carrier.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH12MB-K3DNA4H/I(DRED) / GWH12MB-K3DNA4H/O(DRED),,,GREE,0.8,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.95,2.7,3.5,180.0,0.0,3.5843,1.4025,275.0,1.03,3.85,Calorimeter Room,3.601,3.6441,True,92.2,,3.54,3.64,5.23314523314523,4.68769414575866,,,,3.55779720295152,3.60179993798,,,2.6156,2.7036,2.5,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",82655,2019-08-14,,Approved,Reverse Cycle,845.0,Class 3,True,True,,True,True,True,,3.601,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PEAD-RP71JAA/SUZ-KA71VAD,,,MITSUBISHI ELECTRIC,1.21,Ducted,Single Split System,,Air,Air,Thailand,2.1,5.89,7.1,732.0,0.0,,,250.0,2.04,8.0,Enthalpy Test Room,3.3811,4.142,True,,,9.044,9.044,0.0,0.0,,,,3.33259966365396,4.07986239600302,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",82669,2019-07-28,,Approved,Reverse Cycle,1100.0,Class 6,False,,True,,,,DRC-101A,3.3811,Available,,,http://www.MitsubishiElectric.com.au/,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PLA-RP60BA/SUZ-KA60VAD,,,MITSUBISHI ELECTRIC,1.46,Non Ducted,Single Split System,Cassette,Air,Air,"Thailand,Japan",1.78,4.64,6.1,840.0,0.0,,,258.0,1.97,6.9,Calorimeter Room,3.7961,3.985,True,,,9.044,9.044,0.0,0.0,,,,3.73078728978184,3.91582793318446,,,0.0,0.0,0.0,0.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",82673,2019-07-28,,Approved,Reverse Cycle,840.0,Class 4,False,,True,,,,DRC-101A,3.7961,Available,,,http://www.MitsubishiElectric.com.au/,,True,,
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FTXM25P / RXM25P,,,DAIKIN,0.19,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.51,2.31,2.5,215.0,0.0,,,295.0,0.65,3.2,Calorimeter Room,4.998,5.0235,True,,,1.5,1.5,0.0,0.0,,,,4.94834042386339,4.98393031813312,,,5.3967,5.4679,5.0,5.0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",82817,2019-08-08,,Approved,Reverse Cycle,800.0,Class 3,True,True,False,True,True,True,,4.998,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_5.png
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FTXM35P / RXM35P,,,DAIKIN,0.82,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.86,2.68,3.5,215.0,0.0,,,295.0,0.81,3.7,Calorimeter Room,4.2005,4.8265,True,100.0,,1.5,1.5,0.0,0.0,,,,4.17550728545137,4.79551877526709,,,3.851,5.091,3.5,5.0,Calorimeter Room,Single,R32,"Australia,New Zealand",82823,2019-08-10,,Approved,Reverse Cycle,800.0,Class 3,True,True,False,True,True,True,,4.2005,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_5.png
